file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\logic\fol\StandardizeApartInPlace.java,aima.core.logic.fol.StandardizeApartInPlace,class,8,10,2,8,10,1,0,11,6,0.75,0,0,4,4,2,2,0,0,2,0,0,0,1,1,0,1,0,0,0,0,4,38,3,4,1,0,0,2,0,5,1,5,2,0,0,0,32,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-gui\src\main\java\aima\gui\demo\search\GenerateRandomEightPuzzleDemo.java,aima.gui.demo.search.GenerateRandomEightPuzzleDemo,class,2,2,0,2,6,1,0,6,0,0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,4,0,0,0,16,4,0,4,2,0,0,0,14,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aimax-osm\src\main\java\aimax\osm\reader\Tag.java,aimax.osm.reader.Tag,class,1,6,5,1,6,1,0,3,0,0.4,0.5,0.6,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,25,5,0,1,0,0,3,1,3,1,3,1,0,0,0,37,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\test\java\aima\test\core\unit\search\online\OnlineDFSAgentTest.java,aima.test.core.unit.search.online.OnlineDFSAgentTest,class,9,10,1,9,5,1,0,10,0,0,1,1,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,4,71,0,0,0,0,0,42,15,16,0,14,0,0,1,0,35,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\test\java\aima\test\core\unit\logic\fol\SubstVisitorTest.java,aima.test.core.unit.logic.fol.SubstVisitorTest,class,8,8,0,8,14,1,0,6,0,0,1,1,14,0,14,0,0,0,14,0,0,0,2,0,0,2,0,0,0,0,0,132,0,0,0,0,0,75,0,55,0,55,0,0,0,0,58,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\logic\fol\inference\FOLOTTERLikeTheoremProver.java,aima.core.logic.fol.inference.FOLOTTERLikeTheoremProver,class,22,24,2,22,52,1,0,41,133,0.8596491,0.18095239,0.2952381,19,0,15,4,0,0,15,0,0,0,6,0,0,6,0,0,0,0,2,345,8,12,2,0,0,2,5,34,1,22,5,0,2,0,176,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-gui\src\main\java\aima\gui\swing\framework\util\ListTableModel.java,aima.gui.swing.framework.util.ListTableModel,class,0,3,3,0,10,2,0,8,4,0.7037037,0.44444445,0.44444445,9,0,9,0,0,0,9,0,0,0,3,1,0,3,0,0,2,0,0,35,4,0,0,0,0,0,7,4,3,4,1,0,0,0,60,17,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\logic\planning\ForwardStateSpaceSearchProblem.java,aima.core.logic.planning.ForwardStateSpaceSearchProblem,class,6,7,1,6,14,2,0,15,2,0.5,0.4,0.6,5,0,2,0,0,3,5,0,0,0,2,0,0,0,2,0,0,0,1,43,4,4,0,0,0,0,1,11,0,8,3,0,0,1,50,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\test\java\aima\test\core\unit\search\uninformed\DepthFirstSearchTest.java,aima.test.core.unit.search.uninformed.DepthFirstSearchTest,class,10,12,2,10,3,1,0,12,3,0,0,0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,12,12,7,0,7,0,0,0,0,20,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\learning\framework\NumericAttributeSpecification.java,aima.core.learning.framework.NumericAttributeSpecification,class,3,6,3,3,5,1,0,1,4,0.5,0.16666667,0.16666667,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,2,21,4,0,0,1,0,0,0,1,0,1,1,0,0,0,18,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\logic\planning\State.java,aima.core.logic.planning.State,class,4,11,7,4,18,1,0,17,0,0.5625,0.53571427,0.53571427,8,0,8,0,0,0,8,0,0,0,2,0,0,0,0,2,0,0,3,48,9,4,2,0,1,0,3,7,2,4,4,0,0,0,115,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\logic\fol\inference\proof\ProofStepFoChAlreadyAFact.java,aima.core.logic.fol.inference.proof.ProofStepFoChAlreadyAFact,class,3,4,1,3,4,2,0,2,4,0.625,0.16666667,0.16666667,4,0,4,0,0,0,4,0,0,0,2,1,0,2,0,0,1,0,1,16,3,0,0,0,0,1,0,3,0,2,0,0,0,0,22,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-gui\src\main\java\aima\gui\fx\framework\TaskExecutionPaneCtrl.java,aima.gui.fx.framework.TaskExecutionPaneCtrl$State,enum,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-gui\src\main\java\aima\gui\swing\applications\robotics\MonteCarloLocalizationApp.java,aima.gui.swing.applications.robotics.MonteCarloLocalizationApp,class,20,22,2,20,14,1,0,28,0,0.71428573,0.19444445,0.41666666,9,2,6,0,3,0,9,0,0,0,7,3,0,1,6,0,3,0,4,82,3,0,1,1,0,6,2,17,0,17,2,1,0,0,151,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\test\java\aima\test\core\unit\learning\knowledge\CurrentBestLearningTest.java,aima.test.core.unit.learning.knowledge.CurrentBestLearningTest,class,4,4,0,4,3,1,0,7,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19,0,1,1,0,0,3,4,7,0,7,2,0,0,0,16,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aimax-osm\src\main\java\aimax\osm\data\entities\EntityAttribute.java,aimax.osm.data.entities.EntityAttribute,class,1,16,15,1,12,1,0,6,0,0.33333334,0.6666667,0.7777778,9,0,9,0,0,0,9,0,0,0,2,0,0,2,0,0,0,0,0,38,7,0,3,0,0,1,2,7,3,4,1,0,0,0,32,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\probability\mdp\RewardFunction.java,aima.core.probability.mdp.RewardFunction,interface,1,3,2,1,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\environment\vacuum\TableDrivenVacuumAgent.java,aima.core.environment.vacuum.TableDrivenVacuumAgent,class,5,6,1,5,2,2,0,4,1,0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,93,1,0,0,0,0,0,0,1,0,1,0,0,0,0,36,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\test\java\aima\test\core\unit\nlp\rank\PagesDatasetTest.java,aima.test.core.unit.nlp.rank.PagesDatasetTest,class,3,4,1,3,5,1,0,14,0,0.375,0.5,0.5,4,0,4,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,1,32,0,0,0,0,0,17,1,13,0,12,0,0,0,0,41,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aimax-osm\src\main\java\aimax\osm\gui\swing\viewer\FindPanel.java,aimax.osm.gui.swing.viewer.FindPanel$NodeRenderer,innerclass,6,6,0,6,6,6,0,7,1,1,0,0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,21,0,0,2,0,0,4,1,6,2,5,2,0,0,0,28,0,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\learning\learners\MajorityLearner.java,aima.core.learning.learners.MajorityLearner,class,4,5,1,4,6,1,0,4,0,0,1,1,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,25,2,2,0,0,0,0,8,5,2,3,2,0,0,0,15,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\learning\reinforcement\agent\QLearningAgent.java,aima.core.learning.reinforcement.agent.QLearningAgent,class,9,10,1,9,27,3,0,19,0,0.64444447,0.53333336,1,9,0,4,3,2,0,6,0,0,0,10,0,0,10,0,0,0,0,1,111,8,3,9,0,1,0,8,44,5,24,3,0,0,0,202,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\logic\propositional\inference\EntailmentChecker.java,aima.core.logic.propositional.inference.EntailmentChecker,interface,2,8,6,2,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\test\java\aima\test\core\unit\learning\reinforcement\agent\QLearningAgentTest.java,aima.test.core.unit.learning.reinforcement.agent.QLearningAgentTest,class,11,12,1,11,3,2,0,15,0,0.22222222,1,1,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,22,0,0,0,0,0,0,17,7,0,4,0,0,0,0,28,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\test\java\aima\test\core\unit\logic\fol\FOLTestSuite.java,aima.test.core.unit.logic.fol.FOLTestSuite,class,21,21,0,21,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\test\java\aima\test\core\unit\util\math\permute\PowerSetGeneratorTest.java,aima.test.core.unit.util.math.permute.PowerSetGeneratorTest,class,1,1,0,1,2,1,0,3,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,3,2,2,0,2,1,0,0,0,9,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\search\csp\examples\MapCSP.java,aima.core.search.csp.examples.MapCSP,class,4,4,0,4,2,2,0,4,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,10,10,10,0,0,0,10,0,1,26,0,1,0,0,0,10,0,11,0,11,1,0,0,0,69,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\robotics\impl\map\MclCartesianPlot2D.java,aima.core.robotics.impl.map.MclCartesianPlot2D,class,18,18,0,18,22,1,0,22,0,0.77083325,0.59090906,0.8333333,12,0,12,0,0,0,12,0,0,0,8,2,2,6,0,0,2,0,1,112,11,4,2,1,0,2,5,22,3,18,2,2,0,0,183,17,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\probability\mdp\impl\LookupPolicy.java,aima.core.probability.mdp.impl.LookupPolicy,class,3,4,1,3,2,1,0,2,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,24,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\search\csp\solver\CspHeuristics.java,aima.core.search.csp.solver.CspHeuristics$LcvHeuristic,innerclass,8,8,0,8,8,1,0,16,1,0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,25,2,3,1,0,0,0,2,5,0,5,5,0,0,0,36,9,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-gui\src\main\java\aima\gui\fx\applications\agent\VacuumAgentApp.java,aima.gui.fx.applications.agent.VacuumAgentApp,class,23,25,2,23,26,3,0,23,0,0.5,0.33333334,0.47619048,7,1,6,0,1,0,7,0,0,0,6,2,2,0,4,0,2,0,1,95,8,1,6,0,1,15,23,23,2,17,5,0,0,2,99,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\logic\propositional\inference\OptimizedDPLL.java,aima.core.logic.propositional.inference.OptimizedDPLL,class,7,9,2,7,27,2,0,30,6,0,0,0,4,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,96,9,7,5,0,0,0,2,23,0,14,5,0,0,0,172,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\test\java\aima\test\core\unit\learning\reinforcement\agent\PassiveTDAgentTest.java,aima.test.core.unit.learning.reinforcement.agent.PassiveTDAgentTest,class,11,12,1,11,3,2,0,16,0,0.22222222,1,1,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,34,0,0,0,0,0,0,37,8,0,5,0,0,0,0,34,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-gui\src\main\java\aima\gui\swing\framework\AgentAppController.java,aima.gui.swing.framework.AgentAppController,class,5,23,18,5,7,1,1,0,21,0.85714287,0,0,7,0,7,0,0,0,7,6,0,0,1,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,102,1025,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\test\java\aima\test\core\unit\learning\reinforcement\agent\ReinforcementLearningAgentTest.java,aima.test.core.unit.learning.reinforcement.agent.ReinforcementLearningAgentTest,class,6,9,3,6,21,1,3,21,1,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,85,0,7,4,0,9,34,55,33,27,31,4,0,0,0,71,1025,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\test\java\aima\test\core\unit\util\PowersOf2Test.java,aima.test.core.unit.util.PowersOf2Test,class,2,2,0,2,1,1,0,5,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,2,0,2,0,0,0,0,9,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-gui\src\main\java\aima\gui\swing\applications\robotics\components\Settings.java,aima.gui.swing.applications.robotics.components.Settings$ISettingsListener,interface,0,0,0,0,1,1,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\util\math\Matrix.java,aima.core.util.math.Matrix,class,4,15,11,4,159,1,1,46,0,0.50438595,0.6025974,0.64285713,57,5,56,1,0,0,56,0,0,0,3,1,0,3,0,0,3,0,10,534,42,83,13,8,3,21,96,197,43,142,3,0,0,0,326,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\environment\connectfour\ConnectFourState.java,aima.core.environment.connectfour.ConnectFourState,class,4,7,3,4,59,1,0,13,42,0.74509805,0.3846154,0.72527474,17,0,14,3,0,0,14,0,0,0,6,0,2,4,0,0,0,0,0,188,16,10,18,1,1,1,71,64,24,47,5,0,1,0,124,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\search\agent\NondeterministicSearchAgent.java,aima.core.search.agent.NondeterministicSearchAgent,class,9,9,0,9,13,2,0,13,3,0.62857145,0.42857143,1,7,0,7,0,0,0,7,0,1,0,5,0,0,5,0,0,0,0,3,46,5,1,3,0,0,1,2,12,1,9,2,0,0,1,77,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\logic\fol\inference\proof\ProofStepChainCancellation.java,aima.core.logic.fol.inference.proof.ProofStepChainCancellation,class,5,6,1,5,4,2,0,5,0,0.5,0.5,1,4,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,1,21,3,0,0,0,0,2,0,7,1,4,0,0,0,0,15,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\logic\fol\inference\proof\ProofStepClauseDemodulation.java,aima.core.logic.fol.inference.proof.ProofStepClauseDemodulation,class,4,5,1,4,4,2,0,5,0,0.5,0.5,1,4,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,1,21,3,0,0,0,0,3,0,7,1,4,0,0,0,0,17,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\agent\EnvironmentState.java,aima.core.agent.EnvironmentState,interface,0,6,6,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
C:\Users\abhi\Downloads\afterbyte\aina_java\aima-java\aima-core\src\main\java\aima\core\search\informed\GreedyBestFirstSearch.java,aima.core.search.informed.GreedyBestFirstSearch$Anonymous1,anonymous,3,3,0,3,1,1,0,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
